Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
564,Atalmagroes,Selhaisia,Selhaisia Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,21410,-15.95,64.42,25,,,,walls,,,,https://watabou.github.io/city-generator?name=Atalmagroes&population=21410&size=41&seed=6656582340564&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
565,Bortero,Bortero,Bortero Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,10054,27.69,-35.35,625,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Bortero&population=10054&size=31&seed=6656582340565&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
566,Hamen,Niltapirt,Niltapirt Land,Torvia,Torvian Empire,Soumi,Soumi Deities,7334,27.24,-82.6,784,,,,,,,,https://watabou.github.io/city-generator?name=Hamen&population=7334&size=28&seed=6656582340566&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
567,Hobernlin,Hobernlin,Hobernlin Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,26743,19.91,126.38,36,,port,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Hobernlin&population=26743&size=45&seed=6656582340567&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.7
568,Selle,Posia,Posia Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,16961,17.21,-17.63,36,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Selle&population=16961&size=38&seed=6656582340568&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
569,Todttin,Kapengen,Kapengen Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,3529,-5.33,123.05,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Todttin&population=3529&size=21&seed=6656582340569&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
570,Breisbach,Breisbach,Breisbach County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,11293,-8.68,118.8,256,,,citadel,,,,,https://watabou.github.io/city-generator?name=Breisbach&population=11293&size=32&seed=6656582340570&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
571,Tabongostri,Nubia,Nubia Territory,Torta,Kingdom of Torta,Astellian,Astellian Spirits,12733,-27.39,-56.24,900,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Tabongostri&population=12733&size=34&seed=6656582340571&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
572,Torvi,Torvinia,Torvinia County,Flostia,Principality of Flostia,Soumi,Soumi Deities,6766,45.81,-94.42,169,,,citadel,,,,,https://watabou.github.io/city-generator?name=Torvi&population=6766&size=27&seed=6656582340572&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
573,Rhein,Altengenia,Altengenia County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,14127,17.84,107.81,49,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Rhein&population=14127&size=35&seed=6656582340573&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
574,Ripold,Alrechlen,Alrechlen Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,6628,7.51,123.45,25,,,citadel,,,,,https://watabou.github.io/city-generator?name=Ripold&population=6628&size=26&seed=6656582340574&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
575,Poguecatil,Satangui,Satangui Land,Candejia,Divine Grand Duchy of Candejia,Astellian,Pelosian Gods,2977,-14.45,-52,144,,,citadel,,,temple,,https://watabou.github.io/city-generator?name=Poguecatil&population=2977&size=20&seed=6656582340575&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
576,Stotford,Wodmouth,Wodmouth Region,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,12858,-44.28,-106.15,49,,,,walls,,,,https://watabou.github.io/city-generator?name=Stotford&population=12858&size=34&seed=6656582340576&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
577,Luduroy,Ankerka,Ankerka County,Flostia,Principality of Flostia,Norse,Norse Ancestors,1928,44.64,-109.33,9,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Luduroy&population=1928&size=17&seed=6656582340577&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
578,Griesburg,Blum,Blum Area,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,8288,27.16,93.47,9,,,citadel,,,,,https://watabou.github.io/city-generator?name=Griesburg&population=8288&size=29&seed=6656582340578&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
579,Manto,Rivia,Rivia Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,1926,18.81,-38.55,400,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Manto&population=1926&size=17&seed=6656582340579&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
580,Neubergind,Neubergind,Neubergind County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,12806,-7.71,117.45,324,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Neubergind&population=12806&size=34&seed=6656582340580&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
581,Aventobebol,Miruesia,Miruesia Deanery,Candejia,Divine Grand Duchy of Candejia,Astellian,Pelosian Gods,3047,-10,-34.89,144,,port,citadel,,,temple,,https://watabou.github.io/city-generator?name=Aventobebol&population=3047&size=20&seed=6656582340581&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=1.94
582,Sallalala,Sallalala,Sallalala County,Anzia,Grand Duchy of Anzia,Astellian,Astellian Spirits,21595,-16.4,-13.13,16,,,,walls,plaza,temple,shanty town,https://watabou.github.io/city-generator?name=Sallalala&population=21595&size=41&seed=6656582340582&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
583,Silhacueize,Riria,Riria Territory,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,1991,-16.17,95.31,36,,,citadel,,,,,https://watabou.github.io/city-generator?name=Silhacueize&population=1991&size=17&seed=6656582340583&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
584,Figalheusto,Afandania,Afandania Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,1964,-24.19,84.72,49,,,,,,,,https://watabou.github.io/city-generator?name=Figalheusto&population=1964&size=17&seed=6656582340584&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
585,Andala,Sieda,Sieda Landgrave,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,1788,-27.48,-24.22,784,,,citadel,,,,,https://watabou.github.io/city-generator?name=Andala&population=1788&size=16&seed=6656582340585&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
586,Brinies,Chepes,Chepes Territory,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,4704,-30.73,-16.64,36,,,,,plaza,,,https://watabou.github.io/city-generator?name=Brinies&population=4704&size=23&seed=6656582340586&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
587,Calnewent,Calnewent,Calnewent Council,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,21048,-36.37,-102.66,100,,,citadel,walls,plaza,,shanty town,https://watabou.github.io/city-generator?name=Calnewent&population=21048&size=41&seed=6656582340587&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
588,Tonesteras,Moyoyoli,Moyoyoli Margrave,Tanilmia,Duchy of Tanilmia,Astellian,Astellian Spirits,1950,-42.67,-42.44,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Tonesteras&population=1950&size=17&seed=6656582340588&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
589,Mevesk,Droka,Droka Canton,Modets,United Provinces of Modets,Slovan,Slovan Spirits,12400,-44.2,-79.55,36,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Mevesk&population=12400&size=34&seed=6656582340589&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
590,Scando,Vanoriana,Vanoriana Territory,Castricia,Castrician Empire,Tallian,Tallian Gods,1911,6.16,-29.77,169,,,,,,,,https://watabou.github.io/city-generator?name=Scando&population=1911&size=17&seed=6656582340590&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
591,Witrinch,Midgewenia,Midgewenia Territory,Chichet,Chichetian Theocracy,Angshire,Ostowleighian Faith,1842,-5.68,-110.05,2116,,,citadel,,,temple,,https://watabou.github.io/city-generator?name=Witrinch&population=1842&size=16&seed=6656582340591&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
592,Judeau,Corceres,Corceres County,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,3303,-18.1,36.86,9,,,citadel,,,,,https://watabou.github.io/city-generator?name=Judeau&population=3303&size=20&seed=6656582340592&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
593,Niras,Guiba,Guiba Province,Chueles,Chuelesian Oligarchy,Portuzian,Portuzian Beliefs,2012,-20.5,77.72,256,,,,,,,,https://watabou.github.io/city-generator?name=Niras&population=2012&size=17&seed=6656582340593&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
594,Chilos,Soguedazia,Soguedazia Territory,Tanilmia,Duchy of Tanilmia,Astellian,Astellian Spirits,6370,-29.54,-52.15,784,,,,,,,,https://watabou.github.io/city-generator?name=Chilos&population=6370&size=26&seed=6656582340594&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
595,Niiviesnas,Kumara,Kumara Territory,Torvia,Torvian Empire,Soumi,Soumi Deities,11269,51.17,-90.11,9,,port,citadel,,,,,https://watabou.github.io/city-generator?name=Niiviesnas&population=11269&size=32&seed=6656582340595&river=1&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.2
596,Raina,Vilta,Vilta Clan,Torvia,Torvian Empire,Soumi,Soumi Deities,14056,50.85,-53.27,100,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Raina&population=14056&size=35&seed=6656582340596&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
597,Fleuville,Fateaulevil,Fateaulevil County,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,2132,20.51,70.99,625,,,,walls,,,,https://watabou.github.io/city-generator?name=Fleuville&population=2132&size=17&seed=6656582340597&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
598,Ceccio,Rivia,Rivia Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,24551,19.4,-35.69,121,,,citadel,walls,,,,https://watabou.github.io/city-generator?name=Ceccio&population=24551&size=44&seed=6656582340598&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
599,Wildberg,Wildberg,Wildberg Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,24612,19.37,107.83,16,,port,,walls,plaza,temple,shanty town,https://watabou.github.io/city-generator?name=Wildberg&population=24612&size=44&seed=6656582340599&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=0.89
600,Nadenheim,Enbacland,Enbacland County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,18771,18.32,133.34,25,,,,walls,,,,https://watabou.github.io/city-generator?name=Nadenheim&population=18771&size=39&seed=6656582340600&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
601,Louvilleaulu,Dimoria,Dimoria County,Chaus,Grand Duchy of Chaus,Luari,Luari Shamanism,15787,3.27,25.66,4,,,,,plaza,,,https://watabou.github.io/city-generator?name=Louvilleaulu&population=15787&size=37&seed=6656582340601&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
602,Bairdinjei,Fortiratao,Fortiratao Earldom,Karlstat,Karlstatian Empire,Portuzian,Portuzian Beliefs,2792,-26.22,91.96,81,,port,,,plaza,,,https://watabou.github.io/city-generator?name=Bairdinjei&population=2792&size=19&seed=6656582340602&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.69
603,Lolec,Vyatrov,Vyatrov Canton,Modets,United Provinces of Modets,Slovan,Slovan Spirits,3783,-39.89,-84.06,169,,port,citadel,,,,,https://watabou.github.io/city-generator?name=Lolec&population=3783&size=21&seed=6656582340603&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.84
604,Chiles,Chiles,Chiles Landgrave,Alcoria,Grand Duchy of Alcoria,Astellian,Astellian Spirits,10149,-45.6,-36.63,25,,,,walls,,,,https://watabou.github.io/city-generator?name=Chiles&population=10149&size=31&seed=6656582340604&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
605,Temble,Temble,Temble Deanery,Luzboria,Exarchate of Luzboria,Astellian,Horchecilian Religion,20130,-47.13,-46.45,144,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator?name=Temble&population=20130&size=40&seed=6656582340605&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
606,Hesberg,Straugaria,Straugaria Barony,Flostia,Principality of Flostia,Norse,Norse Ancestors,18648,40.61,-95.12,196,,,citadel,,,,,https://watabou.github.io/city-generator?name=Hesberg&population=18648&size=39&seed=6656582340606&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
607,Saleriano,Antepi,Antepi Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,6442,21.41,-23.57,256,,,,,,,,https://watabou.github.io/city-generator?name=Saleriano&population=6442&size=26&seed=6656582340607&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
608,Blechboury,Feltashia,Feltashia Canton,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,26820,-43.78,-86.25,144,,,citadel,walls,,temple,shanty town,https://watabou.github.io/city-generator?name=Blechboury&population=26820&size=45&seed=6656582340608&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=1&gates=-1
609,Ascheres,Morcia,Morcia County,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,1934,18.63,59.2,16,,,,,plaza,,,https://watabou.github.io/city-generator?name=Ascheres&population=1934&size=17&seed=6656582340609&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
610,Cambudiasec,Cotritavia,Cotritavia Landgrave,Castricia,Castrician Empire,Tallian,Tallian Gods,14028,11.75,-31.58,400,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Cambudiasec&population=14028&size=35&seed=6656582340610&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
611,Alrechlen,Alrechlen,Alrechlen Earldom,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,23681,8.86,126.19,25,,,citadel,,,temple,,https://watabou.github.io/city-generator?name=Alrechlen&population=23681&size=43&seed=6656582340611&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
612,Mackington,Wadenil,Wadenil Parish,Chichet,Chichetian Theocracy,Angshire,Angshire Spirits,26095,0.85,-126.06,100,,port,,walls,plaza,temple,shanty town,https://watabou.github.io/city-generator?name=Mackington&population=26095&size=45&seed=6656582340612&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=0.25
613,Berleigh,Berleigh,Berleigh Territory,Chichet,Chichetian Theocracy,Angshire,Ostowleighian Faith,1661,-16.13,-118.48,81,,port,,,,temple,,https://watabou.github.io/city-generator?name=Berleigh&population=1661&size=16&seed=6656582340613&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=0.46
614,Quatneshoke,Klyapech,Klyapech State,Modets,United Provinces of Modets,Angshire,Old Angshire Beliefs,6217,-37.91,-94.29,144,,,citadel,,,,,https://watabou.github.io/city-generator?name=Quatneshoke&population=6217&size=26&seed=6656582340614&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
615,Pohmarina,Pohmarina,Pohmarina County,Torvia,Torvian Empire,Soumi,Soumi Deities,15537,50.38,-80.25,36,,,citadel,,plaza,,,https://watabou.github.io/city-generator?name=Pohmarina&population=15537&size=37&seed=6656582340615&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
616,Kelotsa,Hapuma,Hapuma County,Torvia,Torvian Empire,Soumi,Soumi Deities,21557,44.28,-35.49,16,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator?name=Kelotsa&population=21557&size=41&seed=6656582340616&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
617,Ligny,Ligny,Ligny County,Ardon,Kingdom of Ardon,Luari,Luari Shamanism,13993,38.38,64.44,25,,,,walls,plaza,,,https://watabou.github.io/city-generator?name=Ligny&population=13993&size=35&seed=6656582340617&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
618,Kapen,Donenbachia,Donenbachia Colony,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,2528,32.02,105.95,36,,,,,,,,https://watabou.github.io/city-generator?name=Kapen&population=2528&size=18&seed=6656582340618&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
619,Fadingham,Fadingham,Fadingham Parish,Chichet,Chichetian Theocracy,Angshire,Angshire Spirits,9044,13.39,-128.04,9,,,,,,temple,,https://watabou.github.io/city-generator?name=Fadingham&population=9044&size=30&seed=6656582340619&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
620,Rotten,Beldenland,Beldenland County,Karlstat,Karlstatian Empire,Shwazen,Shwazen Faith,1936,6.98,109.76,256,,,citadel,,,,,https://watabou.github.io/city-generator?name=Rotten&population=1936&size=17&seed=6656582340620&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
621,Manfiglia,Castelle,Castelle Earldom,Anzia,Grand Duchy of Anzia,Tallian,Tallian Gods,7112,-0.49,-24.32,16,,,citadel,,,,,https://watabou.github.io/city-generator?name=Manfiglia&population=7112&size=27&seed=6656582340621&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
